	compound	negative	neutral	org	positive	text	tweets_ago
171	0.0	0.0	1.0	CBSNews	0.0	Ed Sheeran breached royal protocol by touching Prince Charles' arm https://t.co/km6QXPFKxg https://t.co/uDT4oMwB8h	72
172	0.5719	0.0	0.619	CBSNews	0.381	Oklahoma's Baker Mayfield wins Heisman https://t.co/C31UTKxgZp https://t.co/1fidRGQHlD	73
173	0.0	0.0	1.0	CBSNews	0.0	Massive storm system brings record snowfall to the South https://t.co/a4E2BMcHO2 https://t.co/uAEBQ9yMtZ	74
174	0.4767	0.0	0.785	CBSNews	0.215	"Top diplomat urged ""time is of the essence"" for solution in North Korea, U.N. says https://t.co/M4q4IgGFpw https://t.co/2z7dDqyVDP"	75
175	-0.4404	0.205	0.702	CBSNews	0.094	Former cop learns verdict in his fatal shooting of man in hotel https://t.co/drb1xycpoh https://t.co/91kJ50Zkyh	76
176	0.0	0.0	1.0	CBSNews	0.0	"Guitar legend recalls first time he heard Otis Redding sing: ""The hairs stood up on my arm"" https://t.co/YOYb9KmUqC https://t.co/KvF7ISWSHM"	77
177	0.0	0.0	1.0	CBSNews	0.0	TV crew overhears Trent Franks discussing plans to establish $2 million PAC https://t.co/EpAjnqLIwz https://t.co/XAp8YcmIba	78
178	0.128	0.126	0.719	CBSNews	0.156	Former President Obama: Protect democracy or risk taking path of Nazi Germany https://t.co/yoGOPg8Y3C https://t.co/iOKURsEJwB	79
179	-0.6808	0.277	0.723	CBSNews	0.0	"""Making a Murderer"" defendant Brendan Dassey's confession stands, federal appeals court says https://t.co/SMTUsZwXcR https://t.co/fCn1ag3g2R"	80
180	0.0	0.0	1.0	CBSNews	0.0	Rocks and firebombs vs. tear gas and rubber bullets in Jerusalem https://t.co/m7758zaPwu https://t.co/MHQ0k0o0yO	81
181	0.5994	0.074	0.613	CBSNews	0.313	"Bonded by friendship, preschool ""twins"" swear they ""share the same soul"" https://t.co/41y01Ts1Xk https://t.co/IPPnW6T6qG"	82
182	0.4019	0.0	0.828	CBSNews	0.172	"""New Alabama vs. old Alabama"": On the ground for the special election https://t.co/UPULNPU44q https://t.co/vyGCPYlwrV"	83
183	0.0	0.0	1.0	CBSNews	0.0	Northeast blanketed by season's first snow https://t.co/RWjnHayCdw https://t.co/0cyLjJG3u2	84
184	-0.8176	0.455	0.545	CBSNews	0.0	Video shows man assaulting deputy before being fatally shot https://t.co/WymOXu2gCu https://t.co/1iKys9R3Pf	85
185	-0.3182	0.155	0.751	CBSNews	0.094	Police in Mesa, Arizona, released disturbing body camera video hours after a former officer was acquitted of a murd… https://t.co/vKbjVBKSgh	86
186	0.0	0.0	1.0	CBSNews	0.0	SpaceX to resume launches from rebuilt pad https://t.co/KilpT2IpdO https://t.co/vOCXnUynPw	87
187	0.0	0.0	1.0	CBSNews	0.0	In the midst of the many wildfire emergencies that California has faced this year, it can often seem that the way h… https://t.co/v2SMYg3YLt	88
188	0.0	0.0	1.0	CBSNews	0.0	Ed Sheeran is now a Member of the Order of the British Empire, but he made a royal faux pas during the Investiture… https://t.co/GiCKh8Z11Q	89
189	0.4019	0.0	0.816	CBSNews	0.184	Trump records robocall for Roy Moore ahead of Alabama special election https://t.co/iTiRx84yeD https://t.co/JCKDNhqu4h	90
190	0.6597	0.0	0.565	CBSNews	0.435	How nondisclosure agreements encourage a culture of silence: https://t.co/odreIx1Nln https://t.co/yf2cKjtuQz	91
191	-0.9042	0.449	0.551	CBSNews	0.0	3 people injured and 10 people left homeless after a woman accidentally started a fire while trying to kill bed bug… https://t.co/Bgp1XT5kEr	92
192	0.0	0.0	1.0	CBSNews	0.0	Aztec high school gunman posed as student; thumb drive may reveal motive, officials say https://t.co/jVh5PGXtY2 https://t.co/qzG7NOPljO	93
193	0.0	0.0	1.0	CBSNews	0.0	Gov. Scott Walker moves ahead with his plans to make Wisconsin the first state to drug test able-bodied adults appl… https://t.co/fCS779Yboz	94
194	0.0	0.0	1.0	CBSNews	0.0	Fewer than half of the 41 million recalled Takata air bags have been replaced: https://t.co/yqVEyZDNCw https://t.co/Si4DaR5IDA	95
195	0.0	0.0	1.0	CBSNews	0.0	"Guitar legend Steve Cropper recalls first time he heard Otis Redding sing: ""The hairs stood up on my arm""… https://t.co/Z3nGvpuWRe"	96
196	-0.3182	0.133	0.867	CBSNews	0.0	The Boston College men's basketball team shocked top-seeded Duke on Saturday at Conte Forum: https://t.co/x3Bq5cVyrA https://t.co/fRC6XsNnZg	97
197	0.4215	0.0	0.872	CBSNews	0.128	Two 3,500-year-old tombs have been discovered in the Egyptian city of Luxor, officials say; the country hopes it wi… https://t.co/snpJBtCCTR	98
198	0.7906	0.0	0.714	CBSNews	0.286	"""What we need to make clear is the winds are variable. They will continue to be strong and dry well through tomorro… https://t.co/xhvLgxnKbv"	99
199	0.4404	0.0	0.873	CBSNews	0.127	"""We have to be good stewards of our own neighborhoods and state,"" California Gov. Jerry Brown says on using renewab… https://t.co/kGCMRQyEK5"	100
200	0.0	0.0	1.0	CNN	0.0	Take a look at this week in politics https://t.co/8ktzXSEPN4 https://t.co/i8OYgFjIPJ	1
201	0.0	0.0	1.0	CNN	0.0	Futures trading is a new step for Bitcoin's wild ride https://t.co/GMHpH5Fw8z https://t.co/TmNf8tzIf8	2
202	-0.5719	0.198	0.802	CNN	0.0	She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/dINDZ5JW69	3
203	-0.2023	0.153	0.847	CNN	0.0	Mix-and-match health coverage can be a risky alternative to Obamacare https://t.co/23NHVKbXQW https://t.co/76jyYlu0lj	4
204	-0.4939	0.211	0.789	CNN	0.0	"CORRECTION: Jailed ""King of Spin"" Max Clifford dies in UK hospital https://t.co/mDlPZdNE9K https://t.co/qgHMGBdTP3"	5
205	-0.6705	0.44	0.56	CNN	0.0	Swedish police question suspects after synagogue attack https://t.co/3AlN0ZnOnc https://t.co/5Enu6RVoqw	6
206	0.0	0.0	1.0	CNN	0.0	President Trump has to live with the consequences of his Israel decision, writes Nic Robertson for @CNNOpinion… https://t.co/QbOk7FJSwi	7
207	0.3412	0.0	0.833	CNN	0.167	Alabama Senate candidate Roy Moore says he has never molested anyone https://t.co/4F7ipmrsLz https://t.co/quVFW9P8gs	8
208	0.0	0.0	1.0	CNN	0.0	"""Time is of the essence,"" UN official says after visit to North Korea https://t.co/kPzalGuqWh https://t.co/KHWyssfkeX"	9
209	-0.4939	0.286	0.714	CNN	0.0	The hidden fear driving the market surge https://t.co/jZVgAGZ7it https://t.co/MADYFBCHZ3	10
210	-0.2263	0.16	0.84	CNN	0.0	Protesters and police clash outside US embassy in Beirut https://t.co/buz5mXWp3F https://t.co/X2JNZ8p3wP	11
211	-0.5719	0.316	0.684	CNN	0.0	Heavy snow brings travel chaos to UK https://t.co/vVRzn8LEVP https://t.co/Mm7FLshDpW	12
212	0.0	0.0	1.0	CNN	0.0	Ski racer Lindsey Vonn injures back and pulls out of a competition in St. Moritz https://t.co/5zVmooeTLI https://t.co/KjveQNCQFs	13
213	-0.6597	0.31	0.69	CNN	0.0	UK foreign minister ends Iran trip with no announcement on jailed woman https://t.co/9wBvAfh8Qr https://t.co/2Wgp4dmdSE	14
214	0.0	0.0	1.0	CNN	0.0	The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/TQfbYwqPZc	15
215	0.5983	0.0	0.822	CNN	0.178	Voting for CNN Hero of the Year CLOSES Tuesday 12/12 at 11:59pm PT -- VOTE NOW at https://t.co/ANMKKlbytz!… https://t.co/CuFQv7zB4U	16
216	0.0	0.0	1.0	CNN	0.0	Here's your ski resort guide to St. Moritz, Switzerland https://t.co/9NcNA31QQ1 https://t.co/57kMyQRIOa	17
217	0.0	0.0	1.0	CNN	0.0	"""King of Spin"" Max Clifford dies in UK jail https://t.co/mDlPZdNE9K https://t.co/XodLjZtMLQ"	18
218	0.0	0.0	1.0	CNN	0.0	"Alabama Sen. Richard Shelby says he ""couldn't vote for Roy Moore"" https://t.co/3T8Xq0vCXe https://t.co/mIZijkBue1"	19
219	0.6581	0.0	0.695	CNN	0.305	What a shot! The most amazing sports photos of 2017 https://t.co/bhSvDBYijR https://t.co/P8fBoXNPf2	20
220	0.5096	0.0	0.845	CNN	0.155	"UN Chief António Guterres: ""It's essential to understand that refugees are not terrorists. They are the first victi… https://t.co/x5MU0FygNd"	21
221	-0.296	0.104	0.896	CNN	0.0	Pressure is mounting on Congress to act before year’s end on Deferred Action for Childhood Arrivals. What they deci… https://t.co/AwRUbU4BJb	22
222	0.2716	0.0	0.896	CNN	0.104	"""It is very important for the world...that the US engages,"" UN Chief Antonio Guterres tells @FareedZakaria during a… https://t.co/FDF9ehtiri"	23
223	0.4215	0.066	0.789	CNN	0.145	"The Honest Company founder Jessica Alba tells @PoppyHarlowCNN that ""it’s tough when you’re the only woman in the ro… https://t.co/14mpfoLC3A"	24
224	-0.5267	0.167	0.833	CNN	0.0	"""This is kind of the new normal,"" says California Gov. Jerry Brown, after a week of raging wildfires… https://t.co/Sk6Yh2IffQ"	25
225	-0.5719	0.198	0.802	CNN	0.0	She lost her leg after being hit by a drunk driver. Now she empowers fellow amputees to overcome their physical lim… https://t.co/EVxCuS4uQY	26
226	-0.128	0.086	0.914	CNN	0.0	A group of precocious kids had some tough questions for Santa Claus on @nbcsnl last night https://t.co/M70oxgiqRJ https://t.co/zDbbuNDoUT	27
227	0.647	0.067	0.669	CNN	0.264	Rep. Adam Schiff on Russian outreach to Hope Hicks: “It’s not at all a surprise that they would make outreach to pe… https://t.co/MwQM9RE14r	28
228	0.0	0.0	1.0	CNN	0.0	Instagram is testing a standalone messaging app called Direct https://t.co/0B9ky2jDio https://t.co/EIP9KH2gmO	29
229	0.4215	0.0	0.865	CNN	0.135	"US Ambassador to the United Nations Nikki Haley: ""Jerusalem is the capital of Israel...whatever is East Jerusalem o… https://t.co/hnnw3xaf3q"	30
230	0.1531	0.1	0.773	CNN	0.127	US Ambassador to the United Nations Nikki Haley: “I have no concern” that President Trump’s Jerusalem decision will… https://t.co/ZHep68YyhL	31
231	0.4215	0.0	0.877	CNN	0.123	"US Ambassador to the United Nations Nikki Haley says moving the capital of Israel to Jerusalem will ""move the ball… https://t.co/DbDpLD6McJ"	32
232	0.0	0.0	1.0	CNN	0.0	"Republican Alabama Sen. Richard Shelby says there's ""something for just about everybody"" in the GOP tax bill… https://t.co/hy29AebKKk"	33
233	0.0772	0.0	0.936	CNN	0.064	“I want to reiterate again: I didn’t vote for Roy Moore, I wouldn’t vote for Roy Moore, I think the Republican Part… https://t.co/2R9DV9eqAo	34
234	-0.296	0.109	0.891	CNN	0.0	Republican Alabama Sen. Richard Shelby on Roy Moore’s accusers: “I think the women are believable, I have no reason… https://t.co/cVbHjeOmTy	35
235	0.0	0.0	1.0	CNN	0.0	Republican Alabama Sen. Richard Shelby: “I couldn’t vote for Roy Moore, I didn’t vote for Roy Moore, I wrote in a d… https://t.co/Q40njVbgsQ	36
236	0.3818	0.0	0.833	CNN	0.167	"An Iranian-Turkish gold trader admitted in a US court that he made ""maybe $150 million"" by helping Iran dodge inter… https://t.co/yg1Kck4Zxt"	37
237	-0.6597	0.188	0.812	CNN	0.0	The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/AmToMyq64y	38
238	0.0	0.0	1.0	CNN	0.0	We all tend to change our voices when talking to babies, but those changes can also vary across cultures. Here's ho… https://t.co/knCYMFE4kH	39
239	-0.0253	0.131	0.742	CNN	0.127	"“We're not looking for perfection, we're just looking for better than yesterday."" After rehab changed his life, Aar… https://t.co/5HRacrBX3M"	40
240	-0.3182	0.211	0.675	CNN	0.114	"Four questions the November jobs report will help to answer:

- How low can unemployment go?

- Any remaining hurri… https://t.co/3mVntmTOA4"	41
241	0.0516	0.0	0.93	CNN	0.07	Dramatic footage from @sarasidnerCNN shows one of the Southern California wildfires has jumped over a freeway while… https://t.co/DFuXTPkuja	42
242	-0.4939	0.151	0.849	CNN	0.0	New imaging finds crescent-shaped eye damage in a woman who tried to view the total solar eclipse in August… https://t.co/SdkIu6dPPF	43
243	0.5574	0.0	0.847	CNN	0.153	The stock market has seen a record-breaking ascent this year. But who is actually making money off the boom? Rich p… https://t.co/CJ8V8KtDJb	44
244	0.4588	0.103	0.675	CNN	0.222	Flu season is gaining speed in the United States, especially in the South, after getting off to a slow start… https://t.co/nFotP1jG5X	45
245	0.0	0.0	1.0	CNN	0.0	The gold rush for black market fish bladders has pushed this tiny porpoise toward extinction #vaquita… https://t.co/5Wn1UGNZuC	46
246	0.1027	0.12	0.744	CNN	0.136	US jobs continued their strong run in November as employers added 228,000 jobs and the unemployment rate remained a… https://t.co/NYSqgRvB0s	47
247	0.3612	0.0	0.884	CNN	0.116	"""Horse people are a community... Leaving one behind is like leaving a child behind ... you just can't do it.""

Hors… https://t.co/6Y888FVc4X"	48
248	-0.296	0.121	0.879	CNN	0.0	How states that carried Trump to victory avoid one sticky part of the tax bill https://t.co/WJ7mEeH7TA https://t.co/NYXJI8onFY	49
249	0.0	0.0	1.0	CNN	0.0	State Department officials defended President Trump's recognition of Jerusalem as Israel's capital, saying it refle… https://t.co/MfvgXGJ45B	50
250	0.0	0.0	1.0	CNN	0.0	A woman who made it through a wildfire in Southern California turned her home into a donation site for victims… https://t.co/psGRaWVtke	51
251	-0.6124	0.278	0.722	CNN	0.0	Hispanic unemployment in the US is at an all-time low under President Trump https://t.co/pp37gMuqQR https://t.co/W0DQM5JLSY	52
252	0.0	0.0	1.0	CNN	0.0	"""My life depends on it. I need you to make your vote match your principles, Senator."" A man who says he was recentl… https://t.co/i8HgQFVMXl"	53
253	-0.5423	0.259	0.741	CNN	0.0	Facebook has made its internal sexual harassment policy public https://t.co/Mnhn3IkTo9 https://t.co/mb3KpYAhZa	54
254	0.0	0.0	1.0	CNN	0.0	A @CNNMoney reporter bought $250 in bitcoin. Here's what he learned https://t.co/AXbsPWYfWQ https://t.co/OF973bs3zG	55
255	0.2732	0.0	0.905	CNN	0.095	References to climate change and the EPA's use of renewable energy have been removed from several of its web pages,… https://t.co/f4IiBEOLx2	56
256	-0.3626	0.152	0.848	CNN	0.0	"The critically acclaimed drama ""Big Little Lies"" is officially coming back for another season… https://t.co/WmE6oKMtVQ"	57
257	-0.6597	0.188	0.812	CNN	0.0	The rise of a ‘fish mafia’ in this small Mexican town is killing off an entire population of small porpoises.… https://t.co/RE2Aj4GJtB	58
258	-0.2732	0.165	0.717	CNN	0.118	The official death toll in Puerto Rico from Hurricane Maria rises to 64, public safety agency says. Investigations… https://t.co/IM9AcX6okY	59
259	0.0	0.0	1.0	CNN	0.0	The European Union has blacklisted 17 countries and territories as part of a crackdown on tax havens… https://t.co/hJGEYT8o0v	60
260	0.0	0.0	1.0	CNN	0.0	“It’s more than a cup of coffee, it’s a human rights movement” says Amy Wright, who founded @bittyandbeauscoffee em… https://t.co/PswOGnrE1K	61
261	0.0	0.0	1.0	CNN	0.0	Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/3HT3bbHVu6 (via @CNNOpinion) https://t.co/QNX9n7aDvC	62
262	0.0	0.0	1.0	CNN	0.0	"For the first time in American politics, anonymous ""dark money"" political donations could become tax-deductible… https://t.co/8vx7gDtlKu"	63
263	0.836	0.0	0.639	CNN	0.361	University of Oklahoma quarterback Baker Mayfield wins the Heisman Trophy, as college football's best player… https://t.co/e9BpQH8fDi	64
264	-0.4026	0.169	0.732	CNN	0.099	Bitcoin's phenomenal rise this year may be making speculators very rich, but some observers say it's terrible for t… https://t.co/RJ1TEaPxQR	65
265	0.128	0.091	0.788	CNN	0.121	Black market demand for fish bladders created the Wild West at sea #vaquita https://t.co/gisBTmEWJM https://t.co/zdRvSXSoaF	66
266	-0.6113	0.25	0.75	CNN	0.0	7 images that show why the Southern California wildfires are so dangerous https://t.co/L1J7JTqkoc https://t.co/oxPbXQkz59	67
267	-0.3818	0.147	0.784	CNN	0.069	Larry Nassar, the former USA Gymnastics doctor who admitted to sexually abusing underage girls, has been sentenced… https://t.co/ybnYj5BEKU	68
268	0.2263	0.0	0.905	CNN	0.095	President Trump will undergo a physical examination early next year and allow doctors to release details of his med… https://t.co/ZB8W7Kmh7F	69
269	-0.4215	0.128	0.872	CNN	0.0	Singapore Airlines changed a flight route between Asia and the US earlier this year because of fears over North Kor… https://t.co/JQ4OcaqMJr	70
270	-0.6705	0.191	0.809	CNN	0.0	He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/w7OAWo1MAK	71
271	-0.5994	0.197	0.803	CNN	0.0	To combat drug use, this gas station is installing blue lighting that makes it difficult for addicts to see their v… https://t.co/9hDGEOd0kl	72
272	-0.296	0.115	0.885	CNN	0.0	The US Air Force is developing a weapon that could potentially be used to disable North Korean missiles… https://t.co/lFN7EsA7rd	73
273	0.0	0.0	1.0	CNN	0.0	A man walking his dog on a British Columbia beach found a foot in a shoe, along with part of a leg. It's the 13th f… https://t.co/JCo4e9vIV2	74
274	-0.34	0.124	0.876	CNN	0.0	“Samir Lakhani was a college student when he started his nonprofit @ecosoapbank taking discarded soap from hotels a… https://t.co/EXCOg1AGC0	75
275	0.0	0.0	1.0	CNN	0.0	RT @cnnbrk: Several people threw burning objects at a synagogue in Gothenburg, Sweden, late Saturday, police said. The incident is under in…	76
276	-0.4391	0.145	0.855	CNN	0.0	"From movie star to entrepreneur – Jessica Alba tells @PoppyHarlowCNN that she ""was always very uncomfortable with t… https://t.co/JPAuZnk1uB"	77
277	0.0	0.0	1.0	CNN	0.0	President Trump has recorded a robocall for Alabama Senate candidate Roy Moore https://t.co/iA6SuCAJja https://t.co/j9wAe4M9kU	78
278	-0.34	0.255	0.745	CNN	0.0	A warning about bitcoin's wild price swings https://t.co/lKHhSYmbE5 https://t.co/NDe6Z1JyWS	79
279	-0.4939	0.198	0.802	CNN	0.0	A black market for fish bladders in China destroyed a porpoise in Mexico #vaquita https://t.co/sHCT2utmU7 https://t.co/oGsNX2yK8T	80
280	0.0	0.0	1.0	CNN	0.0	Interior Secretary Ryan Zinke calls reports on helicopter use a 'wild departure from reality'… https://t.co/0GSHDxzxjZ	81
281	0.2023	0.0	0.886	CNN	0.114	Democratic lawmakers have asked the Treasury Department for documents on financial dealings with Russia… https://t.co/zENswx0h7Z	82
282	-0.765	0.485	0.515	CNN	0.0	Uber moves to settle rape victim's lawsuit https://t.co/kUaz3tk8DA https://t.co/dk7CXJgpyf	83
283	0.0	0.0	1.0	CNN	0.0	These are the most eye-catching photos from 2017 https://t.co/Zu9dJD8yMz https://t.co/08tf7wW6hf	84
284	0.0	0.0	1.0	CNN	0.0	How much is the GOP willing to sacrifice for a Senate seat? https://t.co/v30F2fdSTQ (via @CNNOpinion) https://t.co/ird0EQXlj8	85
285	0.296	0.0	0.896	CNN	0.104	On the surface, these two students share a lot of similarities. But one big thing sets them apart: their citizenshi… https://t.co/fHKxZsy1ns	86
286	0.0	0.0	1.0	CNN	0.0	3-D printing braces up sea turtle with gap in its shell https://t.co/N8aEtUGoLx https://t.co/y8ayTfqGTo	87
287	-0.6705	0.191	0.809	CNN	0.0	He was shot and killed by Chicago police in 2014. But that’s just the beginning of this story. #BeneathTheSkin… https://t.co/YMtSoWI9Te	88
288	0.7579	0.0	0.667	CNN	0.333	“Everyone pretty much thought I was nuts.” - Jessica Alba on founding The Honest Company https://t.co/BNOiYb2oOg… https://t.co/rHYVH6CbMz	89
289	0.0	0.0	1.0	CNN	0.0	Renowned appeals court judge facing claims of inappropriate sexual conduct https://t.co/7WqfbNnU4K https://t.co/plPS2ki3Jc	90
290	0.3818	0.0	0.852	CNN	0.148	The Mexican government closed the ocean for business to protect this dying mammal #vaquita https://t.co/pMvYj3ETkL https://t.co/tWKIGM87H3	91
291	-0.85	0.347	0.565	CNN	0.088	Leslie Morissette's son died of leukemia at the age of 8 but she channeled her grief into helping other sick kids t… https://t.co/WbjNycA7cr	92
292	-0.3612	0.2	0.8	CNN	0.0	President Trump escalates 'rigged system' rhetoric amid Russia probe https://t.co/at1nudYImF https://t.co/SXBiDXB9pN	93
293	-0.2023	0.13	0.87	CNN	0.0	President Trump stays on message during controversial civil rights museum visit https://t.co/esLUunzXoz https://t.co/hghQlmqTKG	94
294	-0.3818	0.167	0.833	CNN	0.0	It's not just spraying water. This is how the pros fight wildfires. https://t.co/lbBPmQM54O https://t.co/5iRuS71rVc	95
295	0.0	0.0	1.0	CNN	0.0	A snowstorm in the US has marched north after blanketing much of the Southeast https://t.co/3PEBTx2vYZ https://t.co/oTAZCFR2xI	96
296	0.0	0.0	1.0	CNN	0.0	President Trump's 41 most eye-popping lines from his speech at a Roy Moore rally in Florida https://t.co/PDADngkh62… https://t.co/WLN8QKy08I	97
297	0.0	0.0	1.0	CNN	0.0	This is what University of Alabama football coach Nick Saban could do about Senate candidate Roy Moore… https://t.co/uqswT0T1xY	98
298	0.0	0.0	1.0	CNN	0.0	Obama is right — US democracy is fragile, writes Ruth Ben-Ghiat https://t.co/NqQxYWoYWc (via @CNNOpinion) https://t.co/VRUpXzu5PQ	99
299	0.0	0.0	1.0	CNN	0.0	President Trump speaks at the opening of the Mississippi Civil Rights Museum. Some civil rights and community leade… https://t.co/hGZL3wOiZZ	100
300	0.5267	0.0	0.848	FoxNews	0.152	".@JudgeJeanine: ""There is a cleansing needed in our FBI and Department of Justice. It needs to be cleansed of indiv… https://t.co/EQixmUybUe"	1
301	0.4019	0.0	0.816	FoxNews	0.184	Comstock opposes GOP support for Moore, suggests he'll face Hill ethics probe https://t.co/uxLqnZwwNt	2
302	0.3612	0.0	0.839	FoxNews	0.161	.@NancyPelosi suggests @POTUS early days in office like neophyte performing 'brain surgery' https://t.co/WLfeOGxAOs https://t.co/UIfS8LqtL2	3
303	0.0	0.0	1.0	FoxNews	0.0	WATCH Part 2 of @nikkihaley's interview about @POTUS' Jerusalem decision and North Korea sanctions on… https://t.co/vxHSb2PmTk	4
304	-0.296	0.099	0.901	FoxNews	0.0	".@SheriffClarke: ""If it weren't for the Republicans in Congress in the 1960s, there would be no Civil Rights Act. T… https://t.co/oh6PowT7Nn"	5
305	-0.4019	0.144	0.856	FoxNews	0.0	On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/rzkhptkwKc	6
306	0.0	0.0	1.0	FoxNews	0.0	WATCH Part 1 of @nikkihaley's interview about @POTUS' Jerusalem decision and North Korea sanctions on… https://t.co/4ywwlcXajG	7
307	0.0	0.0	1.0	FoxNews	0.0	TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/MVXkKU7bA0	8
308	-0.2732	0.244	0.593	FoxNews	0.163	"Swiss woman angry over champagne refusal ejected from plane 

https://t.co/DsVESiiYWO"	9
309	0.0516	0.088	0.816	FoxNews	0.095	"RT @EricShawnTV: I anchor @FoxNews at 4 &amp; 6 pm ET: ""If North Korea even attempts to try and threaten the United States or any one of our al…"	10
310	0.7717	0.0	0.539	FoxNews	0.461	Moments ago, @FLOTUS called for charitable giving as the holidays approach. https://t.co/bMqn6mBKMs	11
311	-0.3384	0.107	0.893	FoxNews	0.0	".@nikkihaley on North Korea sanctions: ""The last time [China] completely cut off the oil, North Korea came to the t… https://t.co/KddIYS43iP"	12
312	-0.7869	0.318	0.682	FoxNews	0.0	".@nikkihaley on Jerusalem decision: ""When you bully Israel, you are not helping the peace process. We see Israel as… https://t.co/pxZtiiahOq"	13
313	-0.8074	0.422	0.578	FoxNews	0.0	"California wildfires kill at least 1 as high winds threaten more outbreaks 

https://t.co/9rLHJ0OZFP"	14
314	0.4939	0.0	0.738	FoxNews	0.262	On @ffweekend, @Varneyco praised @POTUS's handling of the economy. https://t.co/0QufAxXL4E	15
315	0.7003	0.0	0.707	FoxNews	0.293	".@nikkihaley on Jerusalem decision: ""We will respect anything that the two parties come together on.""… https://t.co/K5Mpz3e8nh"	16
316	0.2732	0.0	0.877	FoxNews	0.123	".@nikkihaley on Jerusalem decision: ""[@POTUS] strongly believes that those final statuses should be decided between… https://t.co/Ib5Hi7UCF1"	17
317	0.0	0.0	1.0	FoxNews	0.0	".@nikkihaley on Jerusalem decision: ""We didn't set any parameters, we didn't say this was the final status, what we… https://t.co/Iwdk8B9tvQ"	18
318	-0.7269	0.217	0.783	FoxNews	0.0	RT @EricShawnTV: I anchor @FoxNews at 4 &amp; 6 pm ET: ISIS is defeated in Iraq. Can it last, and will we ultimately defeat the jihad philosoph…	19
319	0.6124	0.0	0.762	FoxNews	0.238	".@nikkihaley on backlash of Jerusalem decision: ""Leaders understand that courage is important. We don't do things j… https://t.co/rhZrTA76NQ"	20
320	0.0	0.0	1.0	FoxNews	0.0	".@nikkihaley on @POTUS' Jerusalem decision: ""The U.S. has always had it's embassy in the capital city and so Israel… https://t.co/rJ1OLyQAMd"	21
321	0.0	0.0	1.0	FoxNews	0.0	At his rally Friday in Florida, @POTUS reiterated his hard-line stance on immigration. https://t.co/23mOEFXJ7a https://t.co/KUwWhi4QFG	22
322	0.5388	0.111	0.632	FoxNews	0.257	".@HeyTammyBruce: ""The Republican Party does not have a really good track record on winning, they don’t have a reall… https://t.co/kg1UAYkZjJ"	23
323	0.0	0.0	1.0	FoxNews	0.0	On @ffweekend, Mike Eruzione, captain of the 1980 US Men's Olympic Hockey team, gave his take on whether athletes s… https://t.co/o3VImAYcWa	24
324	0.0	0.0	1.0	FoxNews	0.0	On @ffweekend, @LawrenceBJones3 slammed those claiming that @POTUS and his campaign colluded with Russia. https://t.co/ouaMEfWl5F	25
325	0.0	0.0	1.0	FoxNews	0.0	".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" https://t.co/0DKmHTLoHe"	26
326	0.0	0.0	1.0	FoxNews	0.0	TONIGHT: Brian @Kilmeade Goes Inside the Life and Legacy of Andrew Jackson - Tune in at 8p &amp; 11p ET on Fox News Cha… https://t.co/bLxYx2BMk8	27
327	0.3612	0.0	0.706	FoxNews	0.294	Do you agree with @JudgeJeanine? https://t.co/gllDDJFkna https://t.co/ZTS5lXkiZ3	28
328	0.34	0.0	0.821	FoxNews	0.179	Hillary Clinton portrait alerts security dogs, causes road closures in Miami https://t.co/crgFOpuz1m	29
329	-0.7351	0.237	0.763	FoxNews	0.0	"""[Medgar Evers] fought in Normandy in the 2nd World War, and when he came back home to Mississippi he kept fighting… https://t.co/vzgXzE8nlC"	30
330	-0.6249	0.313	0.687	FoxNews	0.0	.@RepPeteKing: Worst Thing @POTUS Could Do Is Remove Mueller https://t.co/PkH1lj73CG	31
331	-0.1531	0.082	0.918	FoxNews	0.0	".@MariaBartiromo: ""What do you do about a politicization of the @FBI?""

Former AG Mukasey: ""You expose it and stop… https://t.co/SmXClYD5q1"	32
332	-0.2732	0.244	0.593	FoxNews	0.163	Swiss woman angry over champagne refusal ejected from plane https://t.co/DsVESiiYWO	33
333	-0.8074	0.422	0.578	FoxNews	0.0	"California wildfires kill at least 1 as high winds threaten more outbreaks 

https://t.co/9rLHJ0OZFP"	34
334	-0.3818	0.147	0.776	FoxNews	0.078	RT @EricShawnTV: A top #UN official goes to North Korea. Will the visit help...or hurt? Here's @AmbJohnBolton @FoxNews with me: https://t.c…	35
335	0.296	0.0	0.784	FoxNews	0.216	News Alert: Roy Moore campaign releases @POTUS robocall. https://t.co/qOHk1nyEST	36
336	-0.8442	0.394	0.606	FoxNews	0.0	Post reporter Trump wants fired for 'bad tweet' resigned from paper in 2010 after similar incident https://t.co/PrZOcoisFn	37
337	0.4939	0.0	0.738	FoxNews	0.262	On @ffweekend, @Varneyco praised @POTUS's handling of the economy. https://t.co/GhimqtVYBZ	38
